"country";"year";"ess_exists";"wid_exists"
"TR";2024;FALSE;TRUE
"UA";2003;FALSE;TRUE
"UA";2004;FALSE;TRUE
"UA";2005;TRUE;TRUE
"UA";2006;FALSE;TRUE
"UA";2007;FALSE;TRUE
"UA";2008;FALSE;TRUE
"UA";2009;FALSE;TRUE
"UA";2010;FALSE;TRUE
"UA";2011;FALSE;TRUE
"UA";2012;FALSE;TRUE
"UA";2013;FALSE;TRUE
"UA";2014;FALSE;TRUE
"UA";2015;FALSE;TRUE
"UA";2016;FALSE;TRUE
"UA";2017;FALSE;TRUE
"UA";2018;FALSE;TRUE
"UA";2019;FALSE;TRUE
"UA";2020;FALSE;TRUE
"UA";2021;FALSE;TRUE
"UA";2022;FALSE;TRUE
"UA";2023;FALSE;TRUE
"UA";2024;FALSE;TRUE
